"Domain"	"Kingdom"	"Phylum"	"Class"	"Order"	"Family"	"Genus"	"SubSpecie"	"Specie"	"taxRank"	"taxID"	"Max"	"A54.cladeReads"	"A55.cladeReads"	"A56.cladeReads"	"A57.cladeReads"	"A58.cladeReads"	"A59.cladeReads"	"A60.cladeReads"	"A61.cladeReads"	"A62.cladeReads"	"A63.cladeReads"
"cellular organisms"	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Micrococcales"	"Micrococcaceae"	"Kocuria"	NA	"Kocuria palustris"	"S"	71999	278	160	94	6	8	52	48	27	278	122	29
"cellular organisms"	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Micrococcales"	"Micrococcaceae"	"Kocuria"	NA	"Kocuria turfanensis"	"S"	388357	148	75	112	3	12	66	20	34	112	148	7
"cellular organisms"	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Micrococcales"	"Micrococcaceae"	"Kocuria"	NA	"Kocuria flava"	"S"	446860	178	73	178	148	59	122	23	10	127	4	45
"cellular organisms"	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Micrococcales"	"Micrococcaceae"	"Kocuria"	NA	"Kocuria rhizophila"	"S"	72000	168	56	168	NA	23	17	59	52	48	139	60
"cellular organisms"	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Micrococcales"	"Micrococcaceae"	"Kocuria"	NA	"Kocuria sp. BT304"	"S"	1702043	9	9	NA	NA	NA	9	NA	NA	8	NA	NA
"cellular organisms"	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Micrococcales"	"Micrococcaceae"	NA	NA	"Micrococcus"	"G"	1269	922	240	230	65	38	77	29	51	392	840	922
"cellular organisms"	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Micrococcales"	"Micrococcaceae"	"Micrococcus"	NA	"Micrococcus luteus"	"S"	1270	922	240	230	65	38	77	29	51	392	840	922
"cellular organisms"	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Micrococcales"	"Micrococcaceae"	NA	NA	"Sinomonas"	"G"	596707	450	184	141	2	19	32	63	45	158	450	18
"cellular organisms"	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Micrococcales"	"Micrococcaceae"	"Sinomonas"	NA	"Sinomonas atrocyanea"	"S"	37927	450	184	141	2	19	32	63	45	158	450	18
"cellular organisms"	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Micrococcales"	"Micrococcaceae"	NA	NA	"Auritidibacter"	"G"	1160973	504	155	88	2	455	59	504	97	29	13	183
"cellular organisms"	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Micrococcales"	"Micrococcaceae"	"Auritidibacter"	NA	"Auritidibacter sp. NML130574"	"S"	2170745	504	155	88	2	455	59	504	97	29	13	183
"cellular organisms"	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Micrococcales"	"Micrococcaceae"	NA	NA	"Neomicrococcus"	"G"	1868332	650	87	195	86	650	180	50	45	222	166	90
"cellular organisms"	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Micrococcales"	"Micrococcaceae"	"Neomicrococcus"	NA	"Neomicrococcus aestuarii"	"S"	556325	650	87	195	86	650	180	50	45	222	166	90
"cellular organisms"	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Micrococcales"	"Micrococcaceae"	NA	NA	"Zhihengliuella"	"G"	370735	422	210	422	58	20	173	8	5	371	6	7
"cellular organisms"	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Micrococcales"	"Micrococcaceae"	"Zhihengliuella"	NA	"Zhihengliuella sp. ISTPL4"	"S"	2058657	422	210	422	58	20	173	8	5	371	6	7
"cellular organisms"	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Micrococcales"	"Micrococcaceae"	NA	NA	"Renibacterium"	"G"	1645	105	67	49	2	5	105	8	2	4	1	61
"cellular organisms"	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Micrococcales"	"Micrococcaceae"	"Renibacterium"	NA	"Renibacterium salmoninarum"	"S"	1646	105	67	49	2	5	105	8	2	4	1	61
"cellular organisms"	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Micrococcales"	"Micrococcaceae"	NA	NA	"Paenarthrobacter"	"G"	1742992	311	311	224	4	24	242	76	252	16	63	19
"cellular organisms"	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Micrococcales"	"Micrococcaceae"	"Paenarthrobacter"	NA	"Paenarthrobacter aurescens"	"S"	43663	311	311	224	4	24	242	76	252	16	63	19
"cellular organisms"	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Micrococcales"	"Micrococcaceae"	NA	NA	"Psychromicrobium"	"G"	2078575	119	38	77	NA	7	44	60	3	119	8	3
"cellular organisms"	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Micrococcales"	"Micrococcaceae"	"Psychromicrobium"	NA	"Psychromicrobium lacuslunae"	"S"	1618207	119	38	77	NA	7	44	60	3	119	8	3
"cellular organisms"	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Micrococcales"	NA	NA	NA	"Promicromonosporaceae"	"F"	85017	1598	1598	865	44	168	364	355	634	1055	598	404
"cellular organisms"	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Micrococcales"	"Promicromonosporaceae"	NA	NA	"Cellulosimicrobium"	"G"	157920	1286	1286	304	12	49	109	265	55	237	319	130
"cellular organisms"	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Micrococcales"	"Promicromonosporaceae"	"Cellulosimicrobium"	NA	"Cellulosimicrobium cellulans"	"S"	1710	1212	1212	223	7	41	63	207	26	173	304	126
"cellular organisms"	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Micrococcales"	"Promicromonosporaceae"	"Cellulosimicrobium"	NA	"Cellulosimicrobium sp. TH-20"	"S"	1980001	80	74	80	5	7	45	57	28	64	15	4
"cellular organisms"	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Micrococcales"	"Promicromonosporaceae"	NA	NA	"Isoptericola"	"G"	254250	749	196	289	29	105	168	76	66	749	174	260
"cellular organisms"	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Micrococcales"	"Promicromonosporaceae"	"Isoptericola"	NA	"Isoptericola dokdonensis"	"S"	372663	300	118	151	10	94	85	51	33	300	35	161
"cellular organisms"	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Micrococcales"	"Promicromonosporaceae"	"Isoptericola"	NA	"Isoptericola variabilis"	"S"	139208	449	77	138	18	10	83	24	32	449	139	98
"cellular organisms"	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Micrococcales"	"Promicromonosporaceae"	NA	NA	"Xylanimonas"	"G"	186188	513	115	271	1	13	87	13	513	68	104	13
"cellular organisms"	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Micrococcales"	"Promicromonosporaceae"	"Xylanimonas"	NA	"Xylanimonas cellulosilytica"	"S"	186189	513	115	271	1	13	87	13	513	68	104	13
"cellular organisms"	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Micrococcales"	NA	NA	NA	"Intrasporangiaceae"	"F"	85021	1598	1195	891	204	626	587	798	447	1192	1598	255
"cellular organisms"	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Micrococcales"	"Intrasporangiaceae"	NA	NA	"Intrasporangium"	"G"	53357	308	308	157	26	111	57	218	35	207	250	44
"cellular organisms"	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Micrococcales"	"Intrasporangiaceae"	"Intrasporangium"	NA	"Intrasporangium calvum"	"S"	53358	308	308	157	26	111	57	218	35	207	250	44
"cellular organisms"	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Micrococcales"	"Intrasporangiaceae"	NA	NA	"Phycicoccus"	"G"	367298	541	281	63	1	35	93	128	9	541	67	92
"cellular organisms"	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Micrococcales"	"Intrasporangiaceae"	"Phycicoccus"	NA	"Phycicoccus dokdonensis"	"S"	443156	541	281	63	1	35	93	128	9	541	67	92
"cellular organisms"	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Micrococcales"	"Intrasporangiaceae"	NA	NA	"Arsenicicoccus"	"G"	267408	270	270	256	41	44	186	178	98	166	78	27
"cellular organisms"	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Micrococcales"	"Intrasporangiaceae"	"Arsenicicoccus"	NA	"Arsenicicoccus sp. oral taxon 190"	"S"	1658671	270	270	256	41	44	186	178	98	166	78	27
"cellular organisms"	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Micrococcales"	"Intrasporangiaceae"	NA	NA	"Janibacter"	"G"	53457	190	152	190	7	138	42	139	33	80	139	26
"cellular organisms"	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Micrococcales"	"Intrasporangiaceae"	"Janibacter"	NA	"Janibacter indicus"	"S"	857417	190	152	190	7	138	42	139	33	80	139	26
"cellular organisms"	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Micrococcales"	"Intrasporangiaceae"	NA	NA	"Ornithinimicrobium"	"G"	125287	1040	127	117	15	181	53	63	257	109	1040	42
"cellular organisms"	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Micrococcales"	"Intrasporangiaceae"	"Ornithinimicrobium"	NA	"Ornithinimicrobium sp. AMA3305"	"S"	2283195	1040	127	117	15	181	53	63	257	109	1040	42
"cellular organisms"	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Micrococcales"	"Intrasporangiaceae"	NA	NA	"Serinicoccus"	"G"	265976	154	54	107	111	114	154	70	14	86	21	21
"cellular organisms"	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Micrococcales"	"Intrasporangiaceae"	"Serinicoccus"	NA	"Serinicoccus sp. JLT9"	"S"	1758689	154	54	107	111	114	154	70	14	86	21	21
"cellular organisms"	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Micrococcales"	NA	NA	NA	"Dermabacteraceae"	"F"	85020	1285	1108	1269	309	237	815	235	354	1285	646	208
"cellular organisms"	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Micrococcales"	"Dermabacteraceae"	NA	NA	"Brachybacterium"	"G"	43668	927	899	927	278	180	460	175	236	887	533	194
"cellular organisms"	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Micrococcales"	"Dermabacteraceae"	"Brachybacterium"	NA	"Brachybacterium sp. P6-10-X1"	"S"	1903186	215	180	177	215	8	45	27	14	112	26	71
"cellular organisms"	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Micrococcales"	"Dermabacteraceae"	"Brachybacterium"	NA	"Brachybacterium sp. VM2412"	"S"	2017484	212	188	79	17	55	38	10	23	212	207	12
"cellular organisms"	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Micrococcales"	"Dermabacteraceae"	"Brachybacterium"	NA	"Brachybacterium saurashtrense"	"S"	556288	306	158	306	3	4	217	38	10	278	36	48
"cellular organisms"	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Micrococcales"	"Dermabacteraceae"	"Brachybacterium"	NA	"Brachybacterium faecium"	"S"	43669	165	151	165	15	52	63	27	91	165	11	34
"cellular organisms"	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Micrococcales"	"Dermabacteraceae"	"Brachybacterium"	NA	"Brachybacterium sp. VR2415"	"S"	2017485	131	131	122	6	50	36	50	25	35	96	12
"cellular organisms"	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Micrococcales"	"Dermabacteraceae"	"Brachybacterium"	NA	"Brachybacterium ginsengisoli"	"S"	1331682	155	88	75	19	9	58	21	70	84	155	13
"cellular organisms"	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Micrococcales"	"Dermabacteraceae"	NA	NA	"Dermabacter"	"G"	36739	280	162	280	17	28	261	52	49	192	94	9
"cellular organisms"	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Micrococcales"	"Dermabacteraceae"	"Dermabacter"	NA	"Dermabacter vaginalis"	"S"	1630135	280	162	280	17	28	261	52	49	192	94	9
"cellular organisms"	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Micrococcales"	"Dermabacteraceae"	NA	NA	"Devriesea"	"G"	472568	205	46	61	12	27	94	7	68	205	18	5
"cellular organisms"	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Micrococcales"	"Dermabacteraceae"	"Devriesea"	NA	"Devriesea agamarum"	"S"	472569	205	46	61	12	27	94	7	68	205	18	5
"cellular organisms"	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Micrococcales"	NA	NA	NA	"Brevibacteriaceae"	"F"	85019	921	649	770	21	160	565	85	153	921	182	73
"cellular organisms"	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Micrococcales"	"Brevibacteriaceae"	NA	NA	"Brevibacterium"	"G"	1696	921	649	770	21	160	565	85	153	921	182	73
"cellular organisms"	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Micrococcales"	"Brevibacteriaceae"	"Brevibacterium"	NA	"Brevibacterium linens"	"S"	1703	763	520	623	13	47	440	50	30	763	63	41
"cellular organisms"	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Micrococcales"	"Brevibacteriaceae"	"Brevibacterium"	NA	"Brevibacterium sandarakinum"	"S"	629680	120	108	120	3	18	58	12	20	42	13	23
"cellular organisms"	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Micrococcales"	"Brevibacteriaceae"	"Brevibacterium"	NA	"Brevibacterium siliguriense"	"S"	1136497	115	21	25	4	94	65	22	102	115	106	8
"cellular organisms"	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Micrococcales"	NA	NA	NA	"Cellulomonadaceae"	"F"	85016	980	615	912	553	415	387	200	465	980	483	393
"cellular organisms"	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Micrococcales"	"Cellulomonadaceae"	NA	NA	"Cellulomonas"	"G"	1707	856	461	737	114	401	300	170	337	856	333	192
"cellular organisms"	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Micrococcales"	"Cellulomonadaceae"	"Cellulomonas"	NA	"Cellulomonas sp. PSBB021"	"S"	2003551	274	164	274	NA	153	144	103	156	149	9	23
"cellular organisms"	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Micrococcales"	"Cellulomonadaceae"	"Cellulomonas"	NA	"Cellulomonas fimi"	"S"	1708	473	136	83	18	152	57	25	18	473	32	9
"cellular organisms"	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Micrococcales"	"Cellulomonadaceae"	"Cellulomonas"	NA	"Cellulomonas gilvus"	"S"	11	256	116	256	69	23	50	19	89	94	228	77
"cellular organisms"	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Micrococcales"	"Cellulomonadaceae"	"Cellulomonas"	NA	"Cellulomonas flavigena"	"S"	1711	139	44	123	27	73	47	22	72	139	63	81
"cellular organisms"	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Micrococcales"	"Cellulomonadaceae"	NA	NA	"Paraoerskovia"	"G"	665568	438	153	174	438	13	86	30	128	123	149	201
"cellular organisms"	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Micrococcales"	"Cellulomonadaceae"	"Paraoerskovia"	NA	"Paraoerskovia marina"	"S"	545619	438	153	174	438	13	86	30	128	123	149	201
"cellular organisms"	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Micrococcales"	NA	NA	NA	"Dermatophilaceae"	"F"	85018	557	414	557	23	39	234	108	35	402	339	157
"cellular organisms"	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Micrococcales"	"Dermatophilaceae"	NA	NA	"Dermatophilus"	"G"	1862	386	242	386	15	30	166	43	16	92	288	146
"cellular organisms"	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Micrococcales"	"Dermatophilaceae"	"Dermatophilus"	NA	"Dermatophilus congolensis"	"S"	1863	386	242	386	15	30	166	43	16	92	288	146
"cellular organisms"	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Micrococcales"	"Dermatophilaceae"	NA	NA	"Austwickia"	"G"	1184606	309	171	170	8	8	68	64	19	309	50	11
"cellular organisms"	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Micrococcales"	"Dermatophilaceae"	"Austwickia"	NA	"Austwickia chelonae"	"S"	100225	309	171	170	8	8	68	64	19	309	50	11
"cellular organisms"	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Micrococcales"	NA	NA	NA	"Beutenbergiaceae"	"F"	125316	402	402	230	49	119	151	192	98	140	215	40
"cellular organisms"	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Micrococcales"	"Beutenbergiaceae"	NA	NA	"Beutenbergia"	"G"	84756	285	285	76	11	20	124	139	17	61	46	16
"cellular organisms"	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Micrococcales"	"Beutenbergiaceae"	"Beutenbergia"	NA	"Beutenbergia cavernae"	"S"	84757	285	285	76	11	20	124	139	17	61	46	16
"cellular organisms"	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Micrococcales"	"Beutenbergiaceae"	NA	NA	"Miniimonas"	"G"	947525	169	117	154	38	98	27	53	80	79	169	24
"cellular organisms"	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Micrococcales"	"Beutenbergiaceae"	"Miniimonas"	NA	"Miniimonas sp. S16"	"S"	2171623	169	117	154	38	98	27	53	80	79	169	24
"cellular organisms"	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Micrococcales"	NA	NA	NA	"Dermacoccaceae"	"F"	145357	824	324	426	6	16	187	103	67	824	303	39
"cellular organisms"	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Micrococcales"	"Dermacoccaceae"	NA	NA	"Dermacoccus"	"G"	57495	216	216	119	1	4	18	27	7	216	102	8
"cellular organisms"	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Micrococcales"	"Dermacoccaceae"	"Dermacoccus"	NA	"Dermacoccus nishinomiyaensis"	"S"	1274	216	216	119	1	4	18	27	7	216	102	8
"cellular organisms"	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Micrococcales"	"Dermacoccaceae"	NA	NA	"Luteipulveratus"	"G"	745364	522	54	181	1	8	133	40	32	522	8	20
"cellular organisms"	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Micrococcales"	"Dermacoccaceae"	"Luteipulveratus"	NA	"Luteipulveratus mongoliensis"	"S"	571913	522	54	181	1	8	133	40	32	522	8	20
"cellular organisms"	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Micrococcales"	"Dermacoccaceae"	NA	NA	"Kytococcus"	"G"	57499	192	53	126	4	3	35	34	26	85	192	10
"cellular organisms"	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Micrococcales"	"Dermacoccaceae"	"Kytococcus"	NA	"Kytococcus sedentarius"	"S"	1276	192	53	126	4	3	35	34	26	85	192	10
"cellular organisms"	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Micrococcales"	NA	NA	NA	"Jonesiaceae"	"F"	85022	70	65	70	1	17	45	21	3	45	9	52
"cellular organisms"	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Micrococcales"	"Jonesiaceae"	NA	NA	"Jonesia"	"G"	43673	70	65	70	1	17	45	21	3	45	9	52
"cellular organisms"	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Micrococcales"	"Jonesiaceae"	"Jonesia"	NA	"Jonesia denitrificans"	"S"	43674	70	65	70	1	17	45	21	3	45	9	52
"cellular organisms"	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Micrococcales"	NA	NA	NA	"Sanguibacteraceae"	"F"	145360	151	63	115	9	16	111	19	17	72	151	15
"cellular organisms"	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Micrococcales"	"Sanguibacteraceae"	NA	NA	"Sanguibacter"	"G"	60919	151	63	115	9	16	111	19	17	72	151	15
"cellular organisms"	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Micrococcales"	"Sanguibacteraceae"	"Sanguibacter"	NA	"Sanguibacter keddieii"	"S"	60920	151	63	115	9	16	111	19	17	72	151	15
"cellular organisms"	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Micrococcales"	NA	NA	NA	"unclassified Micrococcales"	"-"	577468	80	40	71	NA	23	21	18	7	80	1	4
"cellular organisms"	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Micrococcales"	"unclassified Micrococcales"	NA	NA	"Tropheryma"	"G"	2038	80	40	71	NA	23	21	18	7	80	1	4
"cellular organisms"	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Micrococcales"	"unclassified Micrococcales"	"Tropheryma"	NA	"Tropheryma whipplei"	"S"	2039	80	40	71	NA	23	21	18	7	80	1	4
"cellular organisms"	"Bacteria"	"Actinobacteria"	"Actinobacteria"	NA	NA	NA	NA	"Corynebacteriales"	"O"	85007	25366	18164	25366	7990	9083	12624	12211	10425	22944	17043	10285
"cellular organisms"	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Corynebacteriales"	NA	NA	NA	"Corynebacteriaceae"	"F"	1653	11561	7784	11561	4755	3205	5801	5010	4818	9316	9213	5099
"cellular organisms"	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Corynebacteriales"	"Corynebacteriaceae"	NA	NA	"Corynebacterium"	"G"	1716	11561	7784	11561	4755	3205	5801	5010	4818	9316	9213	5099
"cellular organisms"	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Corynebacteriales"	"Corynebacteriaceae"	"Corynebacterium"	NA	"Corynebacterium renale"	"S"	1724	415	325	99	415	52	169	74	58	88	395	148
"cellular organisms"	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Corynebacteriales"	"Corynebacteriaceae"	"Corynebacterium"	NA	"Corynebacterium sp. 2183"	"S"	2080740	760	303	99	345	760	81	702	158	138	605	682
"cellular organisms"	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Corynebacteriales"	"Corynebacteriaceae"	"Corynebacterium"	NA	"Corynebacterium aurimucosum"	"S"	169292	355	274	100	3	36	355	340	60	57	134	191
"cellular organisms"	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Corynebacteriales"	"Corynebacteriaceae"	"Corynebacterium"	NA	"Corynebacterium singulare"	"S"	161899	225	225	79	1	3	33	24	26	43	41	9
"cellular organisms"	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Corynebacteriales"	"Corynebacteriaceae"	"Corynebacterium"	NA	"Corynebacterium pseudotuberculosis"	"S"	1719	743	186	82	743	37	253	149	478	169	207	109
"cellular organisms"	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Corynebacteriales"	"Corynebacteriaceae"	"Corynebacterium"	NA	"Corynebacterium casei"	"S"	160386	205	205	96	22	14	30	19	7	150	43	113
"cellular organisms"	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Corynebacteriales"	"Corynebacteriaceae"	"Corynebacterium"	NA	"Corynebacterium jeikeium"	"S"	38289	748	405	416	42	40	98	42	33	539	748	32
"cellular organisms"	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Corynebacteriales"	"Corynebacteriaceae"	"Corynebacterium"	NA	"Corynebacterium urealyticum"	"S"	43771	600	298	184	283	61	91	600	16	154	511	482
"cellular organisms"	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Corynebacteriales"	"Corynebacteriaceae"	"Corynebacterium"	NA	"Corynebacterium diphtheriae"	"S"	1717	923	193	203	923	93	439	271	609	592	48	78
"cellular organisms"	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Corynebacteriales"	"Corynebacteriaceae"	"Corynebacterium"	NA	"Corynebacterium striatum"	"S"	43770	536	235	536	52	149	99	46	66	323	440	34
"cellular organisms"	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Corynebacteriales"	"Corynebacteriaceae"	"Corynebacterium"	NA	"Corynebacterium sp. ATCC 6931"	"S"	1487956	911	219	38	911	125	250	70	616	169	218	132
"cellular organisms"	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Corynebacteriales"	"Corynebacteriaceae"	"Corynebacterium"	NA	"Corynebacterium callunae"	"S"	1721	490	179	115	133	402	134	490	64	97	239	298
"cellular organisms"	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Corynebacteriales"	"Corynebacteriaceae"	"Corynebacterium"	NA	"Corynebacterium marinum"	"S"	349751	159	159	157	14	31	38	60	10	52	108	13
"cellular organisms"	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Corynebacteriales"	"Corynebacteriaceae"	"Corynebacterium"	NA	"Corynebacterium vitaeruminis"	"S"	38305	244	146	225	21	21	74	63	31	244	194	66
"cellular organisms"	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Corynebacteriales"	"Corynebacteriaceae"	"Corynebacterium"	NA	"Corynebacterium kutscheri"	"S"	35755	501	134	94	106	259	270	231	501	56	136	311
"cellular organisms"	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Corynebacteriales"	"Corynebacteriaceae"	"Corynebacterium"	NA	"Corynebacterium doosanense"	"S"	1121358	196	147	196	7	49	96	50	79	166	62	34
"cellular organisms"	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Corynebacteriales"	"Corynebacteriaceae"	"Corynebacterium"	NA	"Corynebacterium frankenforstense"	"S"	1230998	308	133	166	4	96	28	23	35	308	80	26
"cellular organisms"	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Corynebacteriales"	"Corynebacteriaceae"	"Corynebacterium"	NA	"Corynebacterium provencense"	"S"	1737425	282	129	238	6	9	51	39	13	282	24	4
"cellular organisms"	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Corynebacteriales"	"Corynebacteriaceae"	"Corynebacterium"	NA	"Corynebacterium crudilactis"	"S"	1652495	471	161	141	NA	51	135	6	9	34	471	106
"cellular organisms"	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Corynebacteriales"	"Corynebacteriaceae"	"Corynebacterium"	NA	"Corynebacterium timonense"	"S"	441500	206	127	206	4	19	12	43	9	28	7	9
"cellular organisms"	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Corynebacteriales"	"Corynebacteriaceae"	"Corynebacterium"	NA	"Corynebacterium genitalium"	"S"	38288	124	124	124	28	16	53	55	8	112	24	16
"cellular organisms"	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Corynebacteriales"	"Corynebacteriaceae"	"Corynebacterium"	NA	"Corynebacterium riegelii"	"S"	156976	127	127	112	4	6	35	99	16	53	10	5
